

----------------------------------------------------------------------------
Training TabNet Vesion 1 with Dataset: config/boston.yml 



----------------------------------------------------------------------------
 Panda Version: 2.0.3
Namespace(batch_size=128, cat_dims=None, cat_idx=None, config='config/boston.yml', data_parallel=False, dataset='Boston', direction='minimize', dropna_idx=None, early_stopping_rounds=20, epochs=100, gpu_ids=[0, 1], logging_period=100, miss_cat_idx=None, miss_num_idx=None, model_name='TabNet', n_trials=30, nominal_idx=[3], num_classes=1, num_features=13, num_idx=None, num_splits=5, objective='regression', one_hot_encode=True, optimize_hyperparameters=True, ordinal_encode=False, ordinal_idx=None, scale=True, seed=221, shuffle=True, target_encode=False, use_gpu=True, val_batch_size=256)
Start hyperparameter optimization
 Panda Version: 2.0.3
Loading dataset Boston...
Dataset loaded! 

X b4 encoding : [6.320e-03 1.800e+01 2.310e+00 0.000e+00 5.380e-01 6.575e+00 6.520e+01
 4.090e+00 1.000e+00 2.960e+02 1.530e+01 3.969e+02 4.980e+00] 

(506, 13)
Data Type of X: <class 'numpy.ndarray'>
Nominal Idx: [3]
Ordinal Idx: None
Cat Dims: None 
 

Normonal Idx: [3]
Cat Idx Part II: [3] 
ENDE 
 

X after Nominal Encoding: [6.320e-03 1.800e+01 2.310e+00 0.000e+00 5.380e-01 6.575e+00 6.520e+01
 4.090e+00 1.000e+00 2.960e+02 1.530e+01 3.969e+02 4.980e+00] 
 

Scaling the data...
X after Scaling: [-0.41978194  0.28482986 -1.2879095   0.         -0.14421743  0.41367189
 -0.12001342  0.1402136  -0.98284286 -0.66660821 -1.45900038  0.44105193
 -1.0755623 ] 
 

One Hot Encoding...
X after One Hot Encoding: [ 1.          0.         -0.41978194  0.28482986 -1.2879095  -0.14421743
  0.41367189 -0.12001342  0.1402136  -0.98284286 -0.66660821 -1.45900038
  0.44105193 -1.0755623 ] 
 

args.num_features: 14
args.cat_idx: None
Cat Dims: []
New Shape: (506, 14)
False 
 

Using an existing study with name 'TabNet_Boston' instead of creating a new one.
In get_device
In get_device
epoch 0  | loss: 497.14698| eval_rmse: 1015.99474|  0:00:00s
epoch 20 | loss: 43.23968| eval_rmse: 513.55628|  0:00:05s
epoch 21 | loss: 43.3365 | eval_rmse: 531.32355|  0:00:06s
epoch 22 | loss: 41.93695| eval_rmse: 651.08131|  0:00:06s
epoch 23 | loss: 51.86746| eval_rmse: 786.99518|  0:00:06s
epoch 24 | loss: 45.38063| eval_rmse: 1132.85559|  0:00:06s
epoch 25 | loss: 34.3199 | eval_rmse: 710.93965|  0:00:07s
epoch 26 | loss: 31.30331| eval_rmse: 741.17359|  0:00:07s
epoch 27 | loss: 30.84126| eval_rmse: 579.98753|  0:00:07s
epoch 28 | loss: 34.33176| eval_rmse: 503.5467|  0:00:08s
epoch 29 | loss: 31.6042 | eval_rmse: 579.49488|  0:00:08s
epoch 30 | loss: 27.80918| eval_rmse: 511.43334|  0:00:08s
epoch 31 | loss: 26.31842| eval_rmse: 455.92778|  0:00:08s
epoch 32 | loss: 25.88415| eval_rmse: 385.44919|  0:00:09s
epoch 33 | loss: 22.13958| eval_rmse: 417.04251|  0:00:09s
epoch 34 | loss: 31.65541| eval_rmse: 496.87944|  0:00:09s
epoch 35 | loss: 32.47598| eval_rmse: 508.79817|  0:00:10s
epoch 36 | loss: 31.47186| eval_rmse: 476.4304|  0:00:10s
epoch 37 | loss: 27.01643| eval_rmse: 333.52207|  0:00:10s
epoch 38 | loss: 22.18308| eval_rmse: 322.65428|  0:00:10s
epoch 39 | loss: 24.18236| eval_rmse: 303.81815|  0:00:11s
epoch 40 | loss: 26.63529| eval_rmse: 315.40922|  0:00:11s
epoch 41 | loss: 25.64851| eval_rmse: 350.28353|  0:00:11s
epoch 42 | loss: 22.12727| eval_rmse: 239.4242|  0:00:12s
epoch 43 | loss: 27.39239| eval_rmse: 241.52729|  0:00:12s
epoch 44 | loss: 25.25453| eval_rmse: 258.66121|  0:00:12s
epoch 45 | loss: 25.0975 | eval_rmse: 285.85097|  0:00:12s
epoch 46 | loss: 19.04456| eval_rmse: 282.48678|  0:00:13s
epoch 47 | loss: 20.09008| eval_rmse: 306.53803|  0:00:13s
epoch 48 | loss: 21.94074| eval_rmse: 253.06226|  0:00:13s
epoch 49 | loss: 20.46357| eval_rmse: 216.85739|  0:00:14s
epoch 50 | loss: 18.04803| eval_rmse: 343.34221|  0:00:14s
epoch 51 | loss: 12.63964| eval_rmse: 294.03233|  0:00:14s
epoch 52 | loss: 18.25406| eval_rmse: 221.91838|  0:00:14s
epoch 53 | loss: 21.09354| eval_rmse: 222.17513|  0:00:15s
epoch 54 | loss: 17.02411| eval_rmse: 232.2922|  0:00:15s
epoch 55 | loss: 15.72472| eval_rmse: 230.65938|  0:00:15s
epoch 56 | loss: 14.06384| eval_rmse: 340.46605|  0:00:16s
epoch 57 | loss: 17.09974| eval_rmse: 292.25066|  0:00:16s
epoch 58 | loss: 13.91041| eval_rmse: 267.91291|  0:00:16s
epoch 59 | loss: 15.96489| eval_rmse: 259.54219|  0:00:16s
epoch 60 | loss: 12.66698| eval_rmse: 283.46931|  0:00:17s
epoch 61 | loss: 15.53818| eval_rmse: 248.82745|  0:00:17s
epoch 62 | loss: 14.84704| eval_rmse: 234.15513|  0:00:17s
epoch 63 | loss: 11.43092| eval_rmse: 199.76688|  0:00:17s
epoch 64 | loss: 14.53912| eval_rmse: 153.04673|  0:00:18s
epoch 65 | loss: 15.29952| eval_rmse: 144.20804|  0:00:18s
epoch 66 | loss: 11.87752| eval_rmse: 137.25104|  0:00:18s
epoch 67 | loss: 12.52511| eval_rmse: 151.29865|  0:00:19s
epoch 68 | loss: 12.70833| eval_rmse: 142.85062|  0:00:19s
epoch 69 | loss: 11.366  | eval_rmse: 117.27751|  0:00:19s
epoch 70 | loss: 10.7432 | eval_rmse: 134.03002|  0:00:20s
epoch 71 | loss: 11.88446| eval_rmse: 124.34705|  0:00:20s
epoch 72 | loss: 10.1813 | eval_rmse: 117.24107|  0:00:20s
epoch 73 | loss: 12.3906 | eval_rmse: 116.33503|  0:00:20s
epoch 74 | loss: 11.08693| eval_rmse: 163.38077|  0:00:21s
epoch 75 | loss: 12.61371| eval_rmse: 167.93873|  0:00:21s
epoch 76 | loss: 13.26648| eval_rmse: 126.61691|  0:00:21s
epoch 77 | loss: 11.05499| eval_rmse: 121.98518|  0:00:22s
epoch 78 | loss: 11.82722| eval_rmse: 115.72783|  0:00:22s
epoch 79 | loss: 12.68629| eval_rmse: 114.18128|  0:00:22s
epoch 80 | loss: 12.10318| eval_rmse: 112.77155|  0:00:22s
epoch 81 | loss: 14.39715| eval_rmse: 91.56412|  0:00:23s
epoch 82 | loss: 11.83728| eval_rmse: 94.01132|  0:00:23s
epoch 83 | loss: 15.3543 | eval_rmse: 86.11333|  0:00:23s
epoch 84 | loss: 11.72111| eval_rmse: 102.30618|  0:00:24s
epoch 85 | loss: 11.08339| eval_rmse: 94.63387|  0:00:24s
epoch 86 | loss: 11.06022| eval_rmse: 89.14756|  0:00:24s
epoch 87 | loss: 10.11312| eval_rmse: 92.45421|  0:00:25s
epoch 88 | loss: 11.78253| eval_rmse: 102.68773|  0:00:25s
epoch 89 | loss: 11.38485| eval_rmse: 92.76382|  0:00:25s
epoch 90 | loss: 10.12752| eval_rmse: 92.71919|  0:00:25s
epoch 91 | loss: 9.47904 | eval_rmse: 95.1571 |  0:00:26s
epoch 92 | loss: 10.5034 | eval_rmse: 88.83904|  0:00:26s
epoch 93 | loss: 9.15031 | eval_rmse: 83.54552|  0:00:26s
epoch 94 | loss: 13.01177| eval_rmse: 72.1376 |  0:00:27s
epoch 95 | loss: 11.93602| eval_rmse: 82.44887|  0:00:27s
epoch 96 | loss: 12.19813| eval_rmse: 91.34879|  0:00:27s
epoch 97 | loss: 12.2557 | eval_rmse: 87.25014|  0:00:27s
epoch 98 | loss: 8.39882 | eval_rmse: 64.40681|  0:00:28s
epoch 99 | loss: 9.57193 | eval_rmse: 58.77476|  0:00:28s
Stop training because you reached max_epochs = 100 with best_epoch = 99 and best_eval_rmse = 58.77476
{'MSE - mean': 20903.05530677782, 'MSE - std': 25591.231928562785, 'R2 - mean': -257.0102283352641, 'R2 - std': 318.7704498618125} 
 

In get_device
epoch 0  | loss: 539.73895| eval_rmse: 1070.60501|  0:00:00s
epoch 1  | loss: 389.38228| eval_rmse: 1945.74123|  0:00:00s
epoch 2  | loss: 270.58779| eval_rmse: 2123.90035|  0:00:00s
epoch 3  | loss: 158.76371| eval_rmse: 2467.0821|  0:00:01s
epoch 4  | loss: 105.204 | eval_rmse: 3155.52156|  0:00:01s
epoch 5  | loss: 80.51866| eval_rmse: 2640.58877|  0:00:01s
epoch 6  | loss: 50.90202| eval_rmse: 2138.44415|  0:00:02s
epoch 7  | loss: 50.96918| eval_rmse: 3068.78236|  0:00:02s
epoch 8  | loss: 47.17855| eval_rmse: 2339.4343|  0:00:02s
epoch 9  | loss: 40.84361| eval_rmse: 1867.96834|  0:00:02s
epoch 10 | loss: 42.76061| eval_rmse: 1324.02649|  0:00:03s
epoch 11 | loss: 48.62118| eval_rmse: 1866.45045|  0:00:03s
epoch 12 | loss: 49.7159 | eval_rmse: 981.98469|  0:00:03s
epoch 13 | loss: 59.78367| eval_rmse: 937.93641|  0:00:04s
epoch 14 | loss: 42.83618| eval_rmse: 1267.29364|  0:00:04s
epoch 15 | loss: 47.24627| eval_rmse: 1469.80432|  0:00:04s
epoch 16 | loss: 35.44692| eval_rmse: 1098.21785|  0:00:04s
epoch 17 | loss: 37.28284| eval_rmse: 801.66995|  0:00:05s
epoch 18 | loss: 32.15555| eval_rmse: 855.24455|  0:00:05s
epoch 19 | loss: 32.51151| eval_rmse: 536.68716|  0:00:05s
epoch 20 | loss: 33.47637| eval_rmse: 416.19463|  0:00:06s
epoch 21 | loss: 27.11276| eval_rmse: 489.80352|  0:00:06s
epoch 22 | loss: 28.78737| eval_rmse: 495.78739|  0:00:06s
epoch 23 | loss: 24.52089| eval_rmse: 485.46695|  0:00:06s
epoch 24 | loss: 27.62089| eval_rmse: 577.43272|  0:00:07s
epoch 25 | loss: 31.69007| eval_rmse: 574.72122|  0:00:07s
epoch 26 | loss: 27.06982| eval_rmse: 648.04214|  0:00:07s
epoch 27 | loss: 22.21506| eval_rmse: 537.3764|  0:00:08s
epoch 28 | loss: 20.64246| eval_rmse: 586.6667|  0:00:08s
epoch 29 | loss: 21.48873| eval_rmse: 476.72906|  0:00:08s
epoch 30 | loss: 21.43026| eval_rmse: 307.19733|  0:00:08s
epoch 31 | loss: 20.20167| eval_rmse: 331.03211|  0:00:09s
epoch 32 | loss: 20.98203| eval_rmse: 310.33756|  0:00:09s
epoch 33 | loss: 20.75916| eval_rmse: 304.38587|  0:00:09s
epoch 34 | loss: 22.32066| eval_rmse: 306.62659|  0:00:10s
epoch 35 | loss: 24.00454| eval_rmse: 333.0694|  0:00:10s
epoch 36 | loss: 19.18457| eval_rmse: 368.69582|  0:00:10s
epoch 37 | loss: 20.33873| eval_rmse: 279.36555|  0:00:10s
epoch 38 | loss: 19.12748| eval_rmse: 260.24487|  0:00:11s
epoch 39 | loss: 17.5483 | eval_rmse: 278.47157|  0:00:11s
epoch 40 | loss: 17.67767| eval_rmse: 342.65501|  0:00:11s
epoch 41 | loss: 18.67296| eval_rmse: 264.2452|  0:00:12s
epoch 42 | loss: 19.47184| eval_rmse: 239.22837|  0:00:12s
epoch 43 | loss: 16.95624| eval_rmse: 220.43181|  0:00:12s
epoch 44 | loss: 15.95364| eval_rmse: 232.69983|  0:00:13s
epoch 45 | loss: 17.99144| eval_rmse: 255.44403|  0:00:13s
epoch 46 | loss: 18.82722| eval_rmse: 255.64649|  0:00:13s
