 Panda Version: 2.0.3
Namespace(batch_size=128, cat_dims=None, cat_idx=None, config='config/diamonds.yml', data_parallel=False, dataset='Diamonds', direction='minimize', dropna_idx=None, early_stopping_rounds=20, epochs=100, gpu_ids=[0, 1], logging_period=100, miss_cat_idx=None, miss_num_idx=None, model_name='TabNet', n_trials=86, nominal_idx=None, num_classes=1, num_features=9, num_idx=None, num_splits=5, objective='regression', one_hot_encode=False, optimize_hyperparameters=True, ordinal_encode=True, ordinal_idx=[1, 2, 3], scale=True, seed=221, shuffle=True, target_encode=False, use_gpu=True, val_batch_size=256)
Start hyperparameter optimization
 Panda Version: 2.0.3
Loading dataset Diamonds...
Dataset loaded! 

X b4 encoding : [0.23 'Ideal' 'E' 'SI2' 61.5 55.0 3.95 3.98 2.43] 

(53940, 9)
Data Type of X: <class 'numpy.ndarray'>
Nominal Idx: None
Ordinal Idx: [1, 2, 3]
Cat Dims: None 
 

Normonal Idx: None
Cat Idx Part II: [1, 2, 3] 
ENDE 
 

X after Nominal Encoding: [0.23 'Ideal' 'E' 'SI2' 61.5 55.0 3.95 3.98 2.43] 
 

Scaling the data...
X after Scaling: [-1.1981678055010725 'Ideal' 'E' 'SI2' -0.1740915083097858
 -1.0996719906799668 -1.5878374489219242 -1.5361955629431636
 -1.5711291873012518] 
 

Using an existing study with name 'TabNet_Diamonds' instead of creating a new one.
In get_device
In get_device
epoch 0  | loss: 6166337.21105| eval_rmse: 2175.3355|  0:00:22s
epoch 20 | loss: 510953.32567| eval_rmse: 2461.77292|  0:07:44s
epoch 21 | loss: 536819.43444| eval_rmse: 1697.29029|  0:08:06s

Early stopping occurred at epoch 21 with best_epoch = 1 and best_eval_rmse = 1028.24348
Saved Losses
{'MSE - mean': 1057284.6644275533, 'MSE - std': 0.0, 'R2 - mean': 0.9312351896123879, 'R2 - std': 0.0} 
 

In get_device
epoch 0  | loss: 6972735.78969| eval_rmse: 2357.61069|  0:00:22s
epoch 1  | loss: 715099.84751| eval_rmse: 1354.99515|  0:00:45s
epoch 2  | loss: 719480.63033| eval_rmse: 879.33619|  0:01:07s
epoch 3  | loss: 641965.93483| eval_rmse: 1055.80633|  0:01:29s
epoch 4  | loss: 634578.13144| eval_rmse: 695.22095|  0:01:52s
epoch 5  | loss: 619948.24254| eval_rmse: 881.35243|  0:02:14s
epoch 6  | loss: 622492.84352| eval_rmse: 633.83014|  0:02:36s
epoch 7  | loss: 613646.92739| eval_rmse: 1062.65282|  0:02:58s
epoch 8  | loss: 580317.22798| eval_rmse: 973.2986|  0:03:21s
epoch 9  | loss: 618933.48141| eval_rmse: 653.9941|  0:03:43s
epoch 10 | loss: 621766.2768| eval_rmse: 732.46689|  0:04:05s
epoch 11 | loss: 573723.4678| eval_rmse: 618.01623|  0:04:27s
epoch 12 | loss: 584152.17099| eval_rmse: 570.60866|  0:04:50s
epoch 13 | loss: 568445.62653| eval_rmse: 1092.77758|  0:05:12s
epoch 14 | loss: 573851.01929| eval_rmse: 579.98097|  0:05:34s
epoch 15 | loss: 553340.60242| eval_rmse: 760.71277|  0:05:56s
epoch 16 | loss: 568073.56306| eval_rmse: 693.30654|  0:06:18s
epoch 17 | loss: 519635.67007| eval_rmse: 616.48431|  0:06:40s
epoch 18 | loss: 525473.73846| eval_rmse: 604.77333|  0:07:03s
epoch 19 | loss: 521390.9244| eval_rmse: 697.73204|  0:07:25s
epoch 20 | loss: 501567.1544| eval_rmse: 697.94663|  0:07:47s
epoch 21 | loss: 519135.81014| eval_rmse: 585.03981|  0:08:09s
epoch 22 | loss: 494129.00056| eval_rmse: 587.9583|  0:08:31s
epoch 23 | loss: 479180.58119| eval_rmse: 552.1573|  0:08:54s
epoch 24 | loss: 485162.48512| eval_rmse: 682.83451|  0:09:16s
epoch 25 | loss: 464583.15555| eval_rmse: 617.36037|  0:09:38s
epoch 26 | loss: 455170.02513| eval_rmse: 655.25195|  0:10:01s
epoch 27 | loss: 465525.50899| eval_rmse: 569.17759|  0:10:23s
epoch 28 | loss: 471424.19677| eval_rmse: 661.72388|  0:10:45s
epoch 29 | loss: 469002.06046| eval_rmse: 564.23387|  0:11:07s
epoch 30 | loss: 455837.69005| eval_rmse: 644.55096|  0:11:29s
epoch 31 | loss: 425804.92034| eval_rmse: 585.16833|  0:11:52s
epoch 32 | loss: 454589.49791| eval_rmse: 600.38819|  0:12:14s
epoch 33 | loss: 408388.5192| eval_rmse: 618.31268|  0:12:36s
epoch 34 | loss: 398919.6263| eval_rmse: 556.71024|  0:12:58s
epoch 35 | loss: 408814.10784| eval_rmse: 648.08494|  0:13:21s
epoch 36 | loss: 406860.44439| eval_rmse: 718.83252|  0:13:43s
epoch 37 | loss: 407959.92477| eval_rmse: 557.87621|  0:14:06s
epoch 38 | loss: 397585.68609| eval_rmse: 574.89837|  0:14:28s
epoch 39 | loss: 401620.1515| eval_rmse: 707.40557|  0:14:51s
epoch 40 | loss: 396304.90699| eval_rmse: 637.26072|  0:15:13s
epoch 41 | loss: 377836.07938| eval_rmse: 693.75872|  0:15:35s
epoch 42 | loss: 392217.47635| eval_rmse: 586.28111|  0:15:58s
epoch 43 | loss: 378020.80626| eval_rmse: 665.18355|  0:16:20s

Early stopping occurred at epoch 43 with best_epoch = 23 and best_eval_rmse = 552.1573
Saved Losses
{'MSE - mean': 681081.1767799624, 'MSE - std': 376203.48764759087, 'R2 - mean': 0.9560071009774669, 'R2 - std': 0.02477191136507889} 
 

In get_device
epoch 0  | loss: 6581756.06843| eval_rmse: 2078.2912|  0:00:22s
epoch 1  | loss: 703638.66691| eval_rmse: 1401.68517|  0:00:44s
epoch 2  | loss: 774861.89183| eval_rmse: 1558.20732|  0:01:06s
epoch 3  | loss: 690567.93314| eval_rmse: 983.85581|  0:01:28s
epoch 4  | loss: 657618.51887| eval_rmse: 651.3512|  0:01:51s
epoch 5  | loss: 619507.12036| eval_rmse: 645.55845|  0:02:13s
epoch 6  | loss: 644410.96569| eval_rmse: 624.92169|  0:02:36s
epoch 7  | loss: 588627.14906| eval_rmse: 639.41395|  0:02:58s
epoch 8  | loss: 563172.3342| eval_rmse: 776.93468|  0:03:20s
epoch 9  | loss: 595794.72526| eval_rmse: 922.0927|  0:03:43s
epoch 10 | loss: 607154.20901| eval_rmse: 634.68142|  0:04:05s
epoch 11 | loss: 560168.29683| eval_rmse: 722.11066|  0:04:27s
epoch 12 | loss: 598026.41506| eval_rmse: 786.74751|  0:04:50s
epoch 13 | loss: 582984.52091| eval_rmse: 768.59394|  0:05:12s
epoch 14 | loss: 558174.14139| eval_rmse: 675.06094|  0:05:35s
epoch 15 | loss: 527694.79521| eval_rmse: 627.22175|  0:05:57s
epoch 16 | loss: 549549.10242| eval_rmse: 744.16829|  0:06:20s
epoch 17 | loss: 549429.99043| eval_rmse: 603.84431|  0:06:42s
epoch 18 | loss: 509621.19371| eval_rmse: 604.57456|  0:07:05s
epoch 19 | loss: 523598.99926| eval_rmse: 661.83037|  0:07:27s
epoch 20 | loss: 494956.39011| eval_rmse: 1143.37171|  0:07:49s
epoch 21 | loss: 522167.79572| eval_rmse: 617.96635|  0:08:12s
epoch 22 | loss: 502408.16659| eval_rmse: 614.6182|  0:08:34s
epoch 23 | loss: 473393.25232| eval_rmse: 599.49824|  0:08:57s
epoch 24 | loss: 468866.15555| eval_rmse: 889.91904|  0:09:19s
epoch 25 | loss: 447001.44965| eval_rmse: 647.24203|  0:09:42s
epoch 26 | loss: 445075.70962| eval_rmse: 625.40791|  0:10:04s
epoch 27 | loss: 456641.90834| eval_rmse: 629.60112|  0:10:27s
epoch 28 | loss: 443384.39658| eval_rmse: 657.67837|  0:10:49s
epoch 29 | loss: 437383.86487| eval_rmse: 662.70886|  0:11:11s
epoch 30 | loss: 417915.22499| eval_rmse: 636.01322|  0:11:34s
epoch 31 | loss: 421451.9703| eval_rmse: 651.05479|  0:11:56s
epoch 32 | loss: 439772.32891| eval_rmse: 671.56202|  0:12:19s
epoch 33 | loss: 387295.33962| eval_rmse: 653.6036|  0:12:42s
epoch 34 | loss: 374316.36658| eval_rmse: 691.16499|  0:13:04s
epoch 35 | loss: 369549.50355| eval_rmse: 599.94073|  0:13:26s
epoch 36 | loss: 377858.06697| eval_rmse: 630.01309|  0:13:49s
epoch 37 | loss: 375014.05325| eval_rmse: 666.3107|  0:14:11s
epoch 38 | loss: 375778.44139| eval_rmse: 590.68326|  0:14:34s
epoch 39 | loss: 357749.61482| eval_rmse: 623.39441|  0:14:56s
epoch 40 | loss: 376635.80923| eval_rmse: 578.54533|  0:15:19s
epoch 41 | loss: 373753.43201| eval_rmse: 590.81681|  0:15:41s
epoch 42 | loss: 357914.26718| eval_rmse: 599.73407|  0:16:03s
epoch 43 | loss: 364073.37741| eval_rmse: 679.01899|  0:16:26s
epoch 44 | loss: 362531.99314| eval_rmse: 653.54003|  0:16:48s
epoch 45 | loss: 360473.95913| eval_rmse: 645.30641|  0:17:11s
epoch 46 | loss: 358225.8977| eval_rmse: 578.1393|  0:17:33s
epoch 47 | loss: 364717.89429| eval_rmse: 579.20698|  0:17:56s
epoch 48 | loss: 361108.87173| eval_rmse: 675.26078|  0:18:18s
epoch 49 | loss: 360488.32442| eval_rmse: 577.2819|  0:18:40s
epoch 50 | loss: 360173.15379| eval_rmse: 626.07241|  0:19:03s
epoch 51 | loss: 354525.86911| eval_rmse: 597.11135|  0:19:25s
epoch 52 | loss: 343085.99675| eval_rmse: 625.82282|  0:19:47s
epoch 53 | loss: 365123.03387| eval_rmse: 863.75385|  0:20:10s
epoch 54 | loss: 339782.72162| eval_rmse: 745.59233|  0:20:32s
epoch 55 | loss: 333552.0938| eval_rmse: 585.58751|  0:20:54s
epoch 56 | loss: 344987.88036| eval_rmse: 957.9515|  0:21:17s
epoch 57 | loss: 346835.35321| eval_rmse: 572.34282|  0:21:39s
epoch 58 | loss: 336296.06027| eval_rmse: 610.15061|  0:22:01s
epoch 59 | loss: 366180.53962| eval_rmse: 628.21927|  0:22:24s
epoch 60 | loss: 340821.77281| eval_rmse: 578.08112|  0:22:46s
epoch 61 | loss: 332652.13147| eval_rmse: 695.17292|  0:23:08s
epoch 62 | loss: 334673.70447| eval_rmse: 569.00418|  0:23:31s
epoch 63 | loss: 347553.40817| eval_rmse: 862.35709|  0:23:53s
epoch 64 | loss: 337664.55784| eval_rmse: 569.9337|  0:24:16s
epoch 65 | loss: 343803.27673| eval_rmse: 671.76171|  0:24:38s
epoch 66 | loss: 323568.71588| eval_rmse: 568.27309|  0:25:00s
epoch 67 | loss: 325411.78255| eval_rmse: 588.22436|  0:25:23s
epoch 68 | loss: 340611.34843| eval_rmse: 560.19456|  0:25:45s
epoch 69 | loss: 319052.49919| eval_rmse: 597.26285|  0:26:08s
epoch 70 | loss: 351124.40342| eval_rmse: 574.72256|  0:26:30s
epoch 71 | loss: 349132.52585| eval_rmse: 573.1785|  0:26:52s
epoch 72 | loss: 321937.98755| eval_rmse: 566.71674|  0:27:15s
epoch 73 | loss: 325409.43966| eval_rmse: 771.93059|  0:27:37s
epoch 74 | loss: 329017.64916| eval_rmse: 648.84768|  0:27:59s
epoch 75 | loss: 313679.64109| eval_rmse: 662.02513|  0:28:21s
epoch 76 | loss: 323727.9282| eval_rmse: 609.69036|  0:28:43s
epoch 77 | loss: 319921.78656| eval_rmse: 568.27486|  0:29:06s
epoch 78 | loss: 322488.54748| eval_rmse: 640.88096|  0:29:28s
epoch 79 | loss: 315617.10404| eval_rmse: 617.61211|  0:29:50s
epoch 80 | loss: 323855.89967| eval_rmse: 560.49251|  0:30:13s
epoch 81 | loss: 315303.14218| eval_rmse: 575.34111|  0:30:35s
epoch 82 | loss: 328674.75633| eval_rmse: 662.20997|  0:30:57s
epoch 83 | loss: 321368.30603| eval_rmse: 589.59842|  0:31:19s
epoch 84 | loss: 315969.34245| eval_rmse: 619.46142|  0:31:41s
epoch 85 | loss: 332677.86654| eval_rmse: 586.43535|  0:32:03s
epoch 86 | loss: 309398.87783| eval_rmse: 756.31826|  0:32:25s
epoch 87 | loss: 309825.9416| eval_rmse: 552.52856|  0:32:47s
epoch 88 | loss: 307641.75044| eval_rmse: 570.15127|  0:33:09s
epoch 89 | loss: 306115.85815| eval_rmse: 666.69076|  0:33:31s
epoch 90 | loss: 317267.06366| eval_rmse: 582.44643|  0:33:53s
epoch 91 | loss: 314132.76607| eval_rmse: 610.68831|  0:34:15s
epoch 92 | loss: 324009.97429| eval_rmse: 602.81185|  0:34:37s
epoch 93 | loss: 318798.53028| eval_rmse: 599.21703|  0:35:00s
epoch 94 | loss: 309286.73458| eval_rmse: 562.10162|  0:35:22s
epoch 95 | loss: 311835.01465| eval_rmse: 604.58751|  0:35:44s
epoch 96 | loss: 309500.63705| eval_rmse: 607.58088|  0:36:06s
epoch 97 | loss: 305830.03211| eval_rmse: 589.31021|  0:36:28s
epoch 98 | loss: 310159.71752| eval_rmse: 580.71638|  0:36:50s
epoch 99 | loss: 307170.3945| eval_rmse: 697.63339|  0:37:12s
Stop training because you reached max_epochs = 100 with best_epoch = 87 and best_eval_rmse = 552.52856
Saved Losses
{'MSE - mean': 555816.7226311553, 'MSE - std': 354591.42172158917, 'R2 - mean': 0.9643285191370445, 'R2 - std': 0.02340064946732559} 
 

In get_device
epoch 0  | loss: 6928469.05796| eval_rmse: 2139.21493|  0:00:22s
epoch 1  | loss: 738974.03181| eval_rmse: 709.60837|  0:00:44s
epoch 2  | loss: 735521.18653| eval_rmse: 1026.00294|  0:01:06s
epoch 3  | loss: 700761.26507| eval_rmse: 924.64168|  0:01:29s
epoch 4  | loss: 640090.22218| eval_rmse: 699.24505|  0:01:51s
epoch 5  | loss: 633017.47858| eval_rmse: 984.90483|  0:02:13s
epoch 6  | loss: 686829.91761| eval_rmse: 900.91704|  0:02:35s
epoch 7  | loss: 603850.69603| eval_rmse: 898.40539|  0:02:58s
epoch 8  | loss: 608166.93866| eval_rmse: 669.42556|  0:03:20s
epoch 9  | loss: 638941.73489| eval_rmse: 655.65392|  0:03:42s
epoch 10 | loss: 602269.04159| eval_rmse: 603.00316|  0:04:05s
epoch 11 | loss: 578264.05833| eval_rmse: 658.9842|  0:04:27s
epoch 12 | loss: 598241.15736| eval_rmse: 594.91266|  0:04:49s
epoch 13 | loss: 600116.35567| eval_rmse: 760.50491|  0:05:11s
epoch 14 | loss: 569826.28658| eval_rmse: 697.40123|  0:05:34s
epoch 15 | loss: 529361.3508| eval_rmse: 638.84469|  0:05:56s
epoch 16 | loss: 540937.74147| eval_rmse: 617.42728|  0:06:18s
epoch 17 | loss: 575787.72033| eval_rmse: 592.01674|  0:06:40s
epoch 18 | loss: 549939.09866| eval_rmse: 635.29798|  0:07:02s
epoch 19 | loss: 553167.21286| eval_rmse: 576.73475|  0:07:24s
epoch 20 | loss: 522058.39114| eval_rmse: 719.30612|  0:07:46s
epoch 21 | loss: 568102.65806| eval_rmse: 571.8565|  0:08:08s
epoch 22 | loss: 511507.00236| eval_rmse: 1044.73513|  0:08:31s
epoch 23 | loss: 516669.55337| eval_rmse: 682.94901|  0:08:53s
epoch 24 | loss: 490246.85223| eval_rmse: 1199.81573|  0:09:15s
epoch 25 | loss: 483376.2914| eval_rmse: 661.90882|  0:09:37s
epoch 26 | loss: 465241.91912| eval_rmse: 582.24541|  0:09:59s
epoch 27 | loss: 491368.98382| eval_rmse: 631.06891|  0:10:21s
epoch 28 | loss: 479027.59203| eval_rmse: 592.12546|  0:10:43s
epoch 29 | loss: 489369.62662| eval_rmse: 564.65292|  0:11:06s
epoch 30 | loss: 467212.48954| eval_rmse: 596.63145|  0:11:28s
epoch 31 | loss: 464748.46815| eval_rmse: 626.21889|  0:11:50s
epoch 32 | loss: 475502.30198| eval_rmse: 604.05087|  0:12:12s
epoch 33 | loss: 425288.75299| eval_rmse: 632.61978|  0:12:34s
epoch 34 | loss: 416307.57984| eval_rmse: 566.25753|  0:12:57s
epoch 35 | loss: 399742.96963| eval_rmse: 663.67682|  0:13:19s
epoch 36 | loss: 435004.32557| eval_rmse: 744.70994|  0:13:41s
epoch 37 | loss: 424024.37537| eval_rmse: 691.39067|  0:14:04s
epoch 38 | loss: 431372.95435| eval_rmse: 679.48379|  0:14:26s
epoch 39 | loss: 424758.48516| eval_rmse: 586.33276|  0:14:48s
epoch 40 | loss: 401535.52485| eval_rmse: 727.17863|  0:15:10s
epoch 41 | loss: 401299.64554| eval_rmse: 547.75815|  0:15:32s
epoch 42 | loss: 401860.0182| eval_rmse: 564.05132|  0:15:54s
epoch 43 | loss: 381341.85979| eval_rmse: 574.49733|  0:16:16s
epoch 44 | loss: 441747.50617| eval_rmse: 623.79093|  0:16:39s
epoch 45 | loss: 380044.24418| eval_rmse: 555.11079|  0:17:01s
epoch 46 | loss: 411531.54048| eval_rmse: 765.89786|  0:17:23s
epoch 47 | loss: 402924.33156| eval_rmse: 571.04355|  0:17:45s
epoch 48 | loss: 391028.6326| eval_rmse: 664.9398|  0:18:07s
epoch 49 | loss: 393254.11434| eval_rmse: 575.35176|  0:18:29s
epoch 50 | loss: 384639.55446| eval_rmse: 583.55963|  0:18:51s
epoch 51 | loss: 423124.87208| eval_rmse: 556.35874|  0:19:13s
epoch 52 | loss: 377875.73693| eval_rmse: 568.73434|  0:19:35s
epoch 53 | loss: 378356.19946| eval_rmse: 564.60846|  0:19:57s
epoch 54 | loss: 390809.52073| eval_rmse: 638.4333|  0:20:20s
epoch 55 | loss: 414400.01372| eval_rmse: 565.7625|  0:20:42s
epoch 56 | loss: 388615.35958| eval_rmse: 795.92489|  0:21:04s
epoch 57 | loss: 376767.82506| eval_rmse: 644.55255|  0:21:26s
epoch 58 | loss: 381635.3855| eval_rmse: 584.04582|  0:21:48s
epoch 59 | loss: 392295.19976| eval_rmse: 625.13724|  0:22:10s
epoch 60 | loss: 372762.37841| eval_rmse: 601.02026|  0:22:32s
epoch 61 | loss: 370690.09785| eval_rmse: 562.6406|  0:22:54s

Early stopping occurred at epoch 61 with best_epoch = 41 and best_eval_rmse = 547.75815
Saved Losses
{'MSE - mean': 491872.290680103, 'MSE - std': 326447.5124756378, 'R2 - mean': 0.9686170917946024, 'R2 - std': 0.02158398394497513} 
 

In get_device
epoch 0  | loss: 6762292.97737| eval_rmse: 1790.1874|  0:00:22s
epoch 1  | loss: 739075.85859| eval_rmse: 1219.88569|  0:00:44s
epoch 2  | loss: 736605.8642| eval_rmse: 1117.93449|  0:01:06s
epoch 3  | loss: 676291.02508| eval_rmse: 943.7447|  0:01:28s
epoch 4  | loss: 667506.82131| eval_rmse: 940.2785|  0:01:50s
epoch 5  | loss: 627054.91478| eval_rmse: 790.45439|  0:02:12s
epoch 6  | loss: 634741.96203| eval_rmse: 870.59755|  0:02:34s
epoch 7  | loss: 627553.34639| eval_rmse: 1315.17546|  0:02:57s
epoch 8  | loss: 571464.37041| eval_rmse: 912.77801|  0:03:18s
epoch 9  | loss: 635618.71272| eval_rmse: 747.00717|  0:03:41s
epoch 10 | loss: 617780.84931| eval_rmse: 692.70991|  0:04:04s
epoch 11 | loss: 546121.90569| eval_rmse: 808.73968|  0:04:26s
epoch 12 | loss: 581141.43184| eval_rmse: 782.10776|  0:04:48s
epoch 13 | loss: 548061.38603| eval_rmse: 634.8254|  0:05:10s
epoch 14 | loss: 554100.65217| eval_rmse: 686.53833|  0:05:32s
epoch 15 | loss: 513774.62087| eval_rmse: 854.91693|  0:05:54s
epoch 16 | loss: 545204.45721| eval_rmse: 639.86187|  0:06:16s
epoch 17 | loss: 510442.44167| eval_rmse: 685.19253|  0:06:39s
epoch 18 | loss: 510468.98521| eval_rmse: 833.63582|  0:07:01s
epoch 19 | loss: 502248.65504| eval_rmse: 822.87946|  0:07:23s
epoch 20 | loss: 499585.43449| eval_rmse: 1290.1482|  0:07:45s
epoch 21 | loss: 506511.15143| eval_rmse: 748.31554|  0:08:07s
epoch 22 | loss: 508217.42141| eval_rmse: 888.20298|  0:08:30s
epoch 23 | loss: 480850.66339| eval_rmse: 705.80162|  0:08:52s
epoch 24 | loss: 450230.26915| eval_rmse: 935.79295|  0:09:14s
epoch 25 | loss: 452244.18625| eval_rmse: 775.77994|  0:09:36s
epoch 26 | loss: 464522.55515| eval_rmse: 779.8651|  0:09:59s
epoch 27 | loss: 463290.59683| eval_rmse: 622.69189|  0:10:21s
epoch 28 | loss: 460795.58907| eval_rmse: 824.3102|  0:10:43s
epoch 29 | loss: 432373.23549| eval_rmse: 650.2948|  0:11:05s
epoch 30 | loss: 438293.56848| eval_rmse: 648.82953|  0:11:27s
epoch 31 | loss: 429711.76076| eval_rmse: 611.35544|  0:11:49s
epoch 32 | loss: 437021.98396| eval_rmse: 599.77199|  0:12:12s
epoch 33 | loss: 399710.25116| eval_rmse: 790.42711|  0:12:34s
epoch 34 | loss: 385567.95503| eval_rmse: 639.2637|  0:12:56s
epoch 35 | loss: 388275.77508| eval_rmse: 670.55336|  0:13:18s
epoch 36 | loss: 381315.40451| eval_rmse: 819.44842|  0:13:40s
epoch 37 | loss: 417721.79555| eval_rmse: 724.75389|  0:14:02s
epoch 38 | loss: 378469.5548| eval_rmse: 612.87769|  0:14:24s
epoch 39 | loss: 388489.51252| eval_rmse: 699.80053|  0:14:46s
epoch 40 | loss: 376572.31769| eval_rmse: 710.34351|  0:15:09s
epoch 41 | loss: 362153.55963| eval_rmse: 781.86863|  0:15:31s
epoch 42 | loss: 376669.90648| eval_rmse: 727.18929|  0:15:53s
epoch 43 | loss: 371960.12152| eval_rmse: 683.39854|  0:16:15s
epoch 44 | loss: 380241.17301| eval_rmse: 632.72979|  0:16:37s
epoch 45 | loss: 375638.93991| eval_rmse: 627.84971|  0:17:00s
epoch 46 | loss: 364171.5449| eval_rmse: 765.10636|  0:17:22s
epoch 47 | loss: 371496.04959| eval_rmse: 595.90978|  0:17:44s
epoch 48 | loss: 360737.1824| eval_rmse: 739.3068|  0:18:07s
epoch 49 | loss: 364595.81248| eval_rmse: 892.50415|  0:18:29s
epoch 50 | loss: 350418.00137| eval_rmse: 655.09788|  0:18:51s
epoch 51 | loss: 360410.23514| eval_rmse: 648.7118|  0:19:13s
epoch 52 | loss: 352023.19547| eval_rmse: 721.29989|  0:19:35s
epoch 53 | loss: 380357.25074| eval_rmse: 867.01292|  0:19:57s
epoch 54 | loss: 351242.63017| eval_rmse: 675.99448|  0:20:19s
epoch 55 | loss: 350646.76027| eval_rmse: 671.19742|  0:20:41s
epoch 56 | loss: 344438.45278| eval_rmse: 734.05903|  0:21:03s
epoch 57 | loss: 341517.15757| eval_rmse: 666.47444|  0:21:25s
epoch 58 | loss: 339437.01182| eval_rmse: 612.20716|  0:21:48s
epoch 59 | loss: 368189.21754| eval_rmse: 785.99775|  0:22:10s
epoch 60 | loss: 360179.9656| eval_rmse: 759.39237|  0:22:32s
epoch 61 | loss: 350921.67718| eval_rmse: 598.48643|  0:22:54s
epoch 62 | loss: 333768.74446| eval_rmse: 607.8468|  0:23:16s
epoch 63 | loss: 335200.06164| eval_rmse: 667.72911|  0:23:39s
epoch 64 | loss: 338257.94142| eval_rmse: 617.96697|  0:24:01s
epoch 65 | loss: 350236.19856| eval_rmse: 717.01741|  0:24:23s
epoch 66 | loss: 328084.54013| eval_rmse: 624.83367|  0:24:45s
epoch 67 | loss: 332895.71889| eval_rmse: 735.59429|  0:25:07s

Early stopping occurred at epoch 67 with best_epoch = 47 and best_eval_rmse = 595.90978
Saved Losses
{'MSE - mean': 464519.52626944165, 'MSE - std': 297064.0967953648, 'R2 - mean': 0.9704788256271344, 'R2 - std': 0.019661101235748008} 
 

Saving model.....
Results After CV: {'MSE - mean': 464519.52626944165, 'MSE - std': 297064.0967953648, 'R2 - mean': 0.9704788256271344, 'R2 - std': 0.019661101235748008}
Train time: 1336.6567172416
Inference time: 2.1947869822000143
Finished cross validation
Hyperparam was saved!!! Hurrah!!!
Trial 39 finished with value: 464519.52626944165 and parameters: {'n_d': 46, 'n_steps': 10, 'gamma': 1.1569303629370262, 'cat_emb_dim': 3, 'n_independent': 2, 'n_shared': 4, 'momentum': 0.006610905379107259, 'mask_type': 'entmax'}. Best is trial 27 with value: 295490.8463921569.
In get_device
In get_device
epoch 0  | loss: 7728622.93926| eval_rmse: 2511.76085|  0:00:12s
epoch 1  | loss: 763544.20169| eval_rmse: 2523.80118|  0:00:25s
epoch 2  | loss: 709361.75046| eval_rmse: 1461.08403|  0:00:36s
epoch 3  | loss: 674815.16812| eval_rmse: 1565.22656|  0:00:49s
epoch 4  | loss: 677400.77731| eval_rmse: 1553.65206|  0:01:01s
epoch 5  | loss: 649928.61499| eval_rmse: 1442.7171|  0:01:13s
epoch 6  | loss: 619315.4981| eval_rmse: 1407.70967|  0:01:25s
epoch 7  | loss: 576251.38984| eval_rmse: 1605.4045|  0:01:37s
