

----------------------------------------------------------------------------
Training SAINT Vesion 1 with Dataset: config/boston.yml 



----------------------------------------------------------------------------
 Panda Version: 2.0.3
Namespace(batch_size=128, cat_dims=None, cat_idx=None, config='config/boston.yml', data_parallel=False, dataset='Boston', direction='minimize', dropna_idx=None, early_stopping_rounds=20, epochs=100, gpu_ids=[0, 1], logging_period=100, miss_cat_idx=None, miss_num_idx=None, model_name='SAINT', n_trials=1, nominal_idx=[3], num_classes=1, num_features=13, num_idx=None, num_splits=5, objective='regression', one_hot_encode=True, optimize_hyperparameters=True, ordinal_encode=False, ordinal_idx=None, scale=True, seed=221, shuffle=True, target_encode=False, use_gpu=True, val_batch_size=256)
Start hyperparameter optimization
 Panda Version: 2.0.3
Loading dataset Boston...
Dataset loaded! 

X b4 encoding : [6.320e-03 1.800e+01 2.310e+00 0.000e+00 5.380e-01 6.575e+00 6.520e+01
 4.090e+00 1.000e+00 2.960e+02 1.530e+01 3.969e+02 4.980e+00] 

(506, 13)
Data Type of X: <class 'numpy.ndarray'>
Nominal Idx: [3]
Ordinal Idx: None
Cat Dims: None 
 

Normonal Idx: [3]
Cat Idx Part II: [3] 
ENDE 
 

X after Nominal Encoding: [6.320e-03 1.800e+01 2.310e+00 0.000e+00 5.380e-01 6.575e+00 6.520e+01
 4.090e+00 1.000e+00 2.960e+02 1.530e+01 3.969e+02 4.980e+00] 
 

Scaling the data...
X after Scaling: [-0.41978194  0.28482986 -1.2879095   0.         -0.14421743  0.41367189
 -0.12001342  0.1402136  -0.98284286 -0.66660821 -1.45900038  0.44105193
 -1.0755623 ] 
 

One Hot Encoding...
X after One Hot Encoding: [ 1.          0.         -0.41978194  0.28482986 -1.2879095  -0.14421743
  0.41367189 -0.12001342  0.1402136  -0.98284286 -0.66660821 -1.45900038
  0.44105193 -1.0755623 ] 
 

args.num_features: 14
args.cat_idx: None
Cat Dims: []
Epoch 83 loss 8.149650573730469
Epoch 84 loss 8.037830352783203
Epoch 85 loss 8.331603050231934
Epoch 86 loss 7.586236000061035
Epoch 87 loss 7.822155475616455
Epoch 88 loss 7.643569469451904
Epoch 89 loss 8.265202522277832
Epoch 90 loss 7.525445938110352
Epoch 91 loss 7.613518238067627
Epoch 92 loss 7.5108866691589355
Epoch 93 loss 7.354216575622559
Epoch 94 loss 7.522012233734131
Epoch 95 loss 7.439616680145264
Epoch 96 loss 7.4343342781066895
Epoch 97 loss 7.496901512145996
Epoch 98 loss 7.319807052612305
Epoch 99 loss 7.350373268127441
{'MSE - mean': 10.056960870232142, 'MSE - std': 2.435158588152621, 'R2 - mean': 0.8749344249544893, 'R2 - std': 0.0339574011096503} 
 

In get_device
Using dim 64 and batch size 128
Epoch 0 loss 532.72216796875
Epoch 1 loss 500.57659912109375
Epoch 2 loss 469.8318176269531
Epoch 3 loss 439.1310729980469
Epoch 4 loss 404.0677490234375
Epoch 5 loss 361.8929138183594
Epoch 6 loss 311.34967041015625
Epoch 7 loss 253.13021850585938
Epoch 8 loss 189.81509399414062
Epoch 9 loss 129.4343719482422
Epoch 10 loss 89.25785064697266
Epoch 11 loss 82.84626007080078
Epoch 12 loss 80.78166198730469
Epoch 13 loss 65.4320068359375
Epoch 14 loss 61.986053466796875
Epoch 15 loss 55.02143859863281
Epoch 16 loss 53.52414321899414
Epoch 17 loss 51.212318420410156
Epoch 18 loss 44.14344787597656
Epoch 19 loss 40.078243255615234
Epoch 20 loss 36.50750732421875
Epoch 21 loss 32.35897445678711
Epoch 22 loss 28.83980369567871
Epoch 23 loss 27.17667579650879
Epoch 24 loss 23.781042098999023
Epoch 25 loss 22.816869735717773
Epoch 26 loss 18.805055618286133
Epoch 27 loss 17.30814552307129
Epoch 28 loss 16.138425827026367
Epoch 29 loss 14.064558029174805
Epoch 30 loss 13.713349342346191
Epoch 31 loss 14.376534461975098
Epoch 32 loss 13.721807479858398
Epoch 33 loss 15.453666687011719
Epoch 34 loss 12.825325965881348
Epoch 35 loss 13.184783935546875
Epoch 36 loss 12.113897323608398
Epoch 37 loss 12.428214073181152
Epoch 38 loss 11.80019760131836
Epoch 39 loss 12.589058876037598
Epoch 40 loss 12.34528636932373
Epoch 41 loss 12.74744701385498
Epoch 42 loss 13.6080961227417
Epoch 43 loss 12.970386505126953
Epoch 44 loss 12.90483283996582
Epoch 45 loss 12.251351356506348
Epoch 46 loss 12.146087646484375
Epoch 47 loss 12.470151901245117
Epoch 48 loss 11.8980712890625
Epoch 49 loss 11.910331726074219
Epoch 50 loss 12.715991973876953
Epoch 51 loss 13.233635902404785
Epoch 52 loss 12.69283390045166
Epoch 53 loss 12.92324447631836
Epoch 54 loss 12.950701713562012
Epoch 55 loss 12.747370719909668
Epoch 56 loss 13.509291648864746
Epoch 57 loss 12.9345121383667
Epoch 58 loss 15.920514106750488
Epoch 59 loss 13.515692710876465
Validation loss has not improved for 20 steps!
Early stopping applies.
{'MSE - mean': 10.405608416442167, 'MSE - std': 2.2869670582402053, 'R2 - mean': 0.8740915854802067, 'R2 - std': 0.030419164775104836} 
 

Finished cross validation
Hyperparam was saved!!! Hurrah!!!
Trial 2 finished with value: 10.405608416442167 and parameters: {'dim': 64, 'depth': 2, 'heads': 2, 'dropout': 0}. Best is trial 0 with value: 9.6270111888625.
Best parameters: {'dim': 128, 'depth': 3, 'heads': 2, 'dropout': 0.1}
In get_device
Using dim 128 and batch size 128
In get_device
Using dim 128 and batch size 128
Epoch 0 loss 432.67510986328125
Epoch 1 loss 361.9342041015625
Epoch 2 loss 288.2157287597656
Epoch 3 loss 199.95431518554688
Epoch 4 loss 113.01941680908203
Epoch 5 loss 68.05667877197266
Epoch 6 loss 82.40240478515625
Epoch 7 loss 53.622493743896484
Epoch 8 loss 42.20068359375
Epoch 9 loss 39.07568359375
Epoch 10 loss 35.98210525512695
Epoch 11 loss 32.11241912841797
Epoch 12 loss 26.732921600341797
Epoch 13 loss 25.00266456604004
Epoch 14 loss 24.844181060791016
Epoch 15 loss 25.88543701171875
Epoch 16 loss 22.87452507019043
Epoch 17 loss 22.51068878173828
Epoch 18 loss 23.160009384155273
Epoch 19 loss 20.149869918823242
Epoch 20 loss 23.986936569213867
Epoch 21 loss 21.565961837768555
Epoch 22 loss 21.253232955932617
Epoch 23 loss 17.866697311401367
Epoch 24 loss 19.214082717895508
Epoch 25 loss 17.36941146850586
Epoch 26 loss 16.302669525146484
Epoch 27 loss 14.18949031829834
Epoch 28 loss 17.197669982910156
Epoch 29 loss 14.57544994354248
Epoch 30 loss 14.50075912475586
Epoch 31 loss 17.524877548217773
Epoch 32 loss 13.510688781738281
Epoch 33 loss 12.215004920959473
Epoch 34 loss 13.52779769897461
Epoch 35 loss 12.327836036682129
Epoch 36 loss 12.468912124633789
Epoch 37 loss 14.029000282287598
Epoch 38 loss 12.974710464477539
Epoch 39 loss 12.850357055664062
Epoch 40 loss 14.554286003112793
Epoch 41 loss 12.84412956237793
Epoch 42 loss 13.963068962097168
Epoch 43 loss 14.473231315612793
Epoch 44 loss 13.91413688659668
Epoch 45 loss 13.675078392028809
Epoch 46 loss 14.404778480529785
Epoch 47 loss 14.621747970581055
Epoch 48 loss 14.07839584350586
Epoch 49 loss 13.310955047607422
Epoch 50 loss 13.71644115447998
Epoch 51 loss 12.874237060546875
Epoch 52 loss 11.87519645690918
Epoch 53 loss 15.987641334533691
Epoch 54 loss 12.706770896911621
Epoch 55 loss 11.888849258422852
Epoch 56 loss 15.097508430480957
Epoch 57 loss 11.4483003616333
Epoch 58 loss 12.701367378234863
Epoch 59 loss 14.352747917175293
Epoch 60 loss 12.160932540893555
Epoch 61 loss 12.480125427246094
Epoch 62 loss 11.55763053894043
Epoch 63 loss 11.67468547821045
Epoch 64 loss 11.973214149475098
Epoch 65 loss 12.569363594055176
Epoch 66 loss 13.428893089294434
Epoch 67 loss 12.162851333618164
Epoch 68 loss 11.821660041809082
Epoch 69 loss 11.101914405822754
Epoch 70 loss 12.110294342041016
Epoch 71 loss 12.2057466506958
Epoch 72 loss 12.114899635314941
Epoch 73 loss 14.09926986694336
Epoch 74 loss 13.630269050598145
Epoch 75 loss 11.338472366333008
Epoch 76 loss 11.447246551513672
Epoch 77 loss 11.140350341796875
Epoch 78 loss 11.892899513244629
Epoch 79 loss 10.898225784301758
Epoch 80 loss 12.407060623168945
Epoch 81 loss 12.985574722290039
Epoch 82 loss 11.41897201538086
Epoch 83 loss 13.290386199951172
Epoch 84 loss 12.6817626953125
Epoch 85 loss 12.444911003112793
Epoch 86 loss 10.749595642089844
Epoch 87 loss 10.15678882598877
Epoch 88 loss 12.364829063415527
Epoch 89 loss 11.652085304260254
Epoch 90 loss 12.175361633300781
Epoch 91 loss 12.242497444152832
Epoch 92 loss 13.036091804504395
Epoch 93 loss 11.076669692993164
Epoch 94 loss 11.605769157409668
Epoch 95 loss 11.613923072814941
Epoch 96 loss 12.009702682495117
Epoch 97 loss 11.888472557067871
Epoch 98 loss 9.699014663696289
Epoch 99 loss 11.867332458496094
Saved Losses
{'MSE - mean': 9.699013831409767, 'MSE - std': 0.0, 'R2 - mean': 0.8701053108310746, 'R2 - std': 0.0} 
 

In get_device
Using dim 128 and batch size 128
Epoch 0 loss 492.8940124511719
Epoch 1 loss 420.4978942871094
Epoch 2 loss 341.4712829589844
Epoch 3 loss 244.59898376464844
Epoch 4 loss 144.179931640625
Epoch 5 loss 77.61756134033203
Epoch 6 loss 71.65499877929688
Epoch 7 loss 63.81431579589844
Epoch 8 loss 48.12126159667969
Epoch 9 loss 41.34864044189453
Epoch 10 loss 32.35374069213867
Epoch 11 loss 26.136980056762695
Epoch 12 loss 18.651878356933594
Epoch 13 loss 17.337926864624023
Epoch 14 loss 17.55231285095215
Epoch 15 loss 17.669166564941406
Epoch 16 loss 17.063390731811523
Epoch 17 loss 14.747523307800293
Epoch 18 loss 16.35099220275879
Epoch 19 loss 16.778566360473633
Epoch 20 loss 16.602371215820312
Epoch 21 loss 16.381193161010742
Epoch 22 loss 17.889564514160156
Epoch 23 loss 18.04717254638672
Epoch 24 loss 17.71769142150879
Epoch 25 loss 18.46331024169922
Epoch 26 loss 17.45451545715332
Epoch 27 loss 17.29559898376465
Epoch 28 loss 17.516338348388672
Epoch 29 loss 15.811690330505371
Epoch 30 loss 23.53876495361328
Epoch 31 loss 20.290462493896484
Epoch 32 loss 23.818923950195312
Epoch 33 loss 16.829450607299805
Epoch 34 loss 20.12995719909668
Epoch 35 loss 16.967979431152344
Epoch 36 loss 17.54557228088379
Epoch 37 loss 14.963780403137207
Epoch 38 loss 17.218978881835938
Validation loss has not improved for 20 steps!
Early stopping applies.
Saved Losses
{'MSE - mean': 12.22326865297512, 'MSE - std': 2.5242548215653535, 'R2 - mean': 0.8434987615953224, 'R2 - std': 0.026606549235752175} 
 

In get_device
Using dim 128 and batch size 128
Epoch 0 loss 562.6041259765625
Epoch 1 loss 490.929443359375
Epoch 2 loss 411.95343017578125
Epoch 3 loss 308.3245544433594
Epoch 4 loss 194.3477325439453
Epoch 5 loss 104.43964385986328
Epoch 6 loss 85.70165252685547
Epoch 7 loss 77.54666900634766
Epoch 8 loss 64.74552917480469
Epoch 9 loss 53.54829406738281
Epoch 10 loss 47.14987564086914
Epoch 11 loss 33.3914794921875
Epoch 12 loss 25.603158950805664
Epoch 13 loss 18.86353302001953
Epoch 14 loss 14.900516510009766
Epoch 15 loss 14.396016120910645
Epoch 16 loss 14.464153289794922
Epoch 17 loss 14.976035118103027
Epoch 18 loss 11.41572093963623
Epoch 19 loss 12.653629302978516
Epoch 20 loss 16.768383026123047
Epoch 21 loss 11.993937492370605
Epoch 22 loss 14.077805519104004
Epoch 23 loss 10.476998329162598
Epoch 24 loss 9.116952896118164
Epoch 25 loss 8.698119163513184
Epoch 26 loss 8.621933937072754
Epoch 27 loss 11.642685890197754
Epoch 28 loss 10.281977653503418
Epoch 29 loss 12.317814826965332
Epoch 30 loss 9.651135444641113
Epoch 31 loss 8.41758918762207
Epoch 32 loss 7.724365711212158
Epoch 33 loss 7.778398513793945
Epoch 34 loss 11.157129287719727
Epoch 35 loss 11.971338272094727
Epoch 36 loss 11.473550796508789
Epoch 37 loss 7.893559455871582
Epoch 38 loss 8.77254581451416
Epoch 39 loss 12.234519004821777
Epoch 40 loss 8.806814193725586
Epoch 41 loss 8.19565486907959
Epoch 42 loss 8.01613998413086
Epoch 43 loss 7.7187581062316895
Epoch 44 loss 8.192418098449707
Epoch 45 loss 7.886128902435303
Epoch 46 loss 7.7860517501831055
Epoch 47 loss 8.30825424194336
Epoch 48 loss 9.88689136505127
Epoch 49 loss 8.570990562438965
Epoch 50 loss 8.083442687988281
Epoch 51 loss 8.19057559967041
Epoch 52 loss 8.124594688415527
Epoch 53 loss 7.875308513641357
Epoch 54 loss 7.700890064239502
Epoch 55 loss 8.068577766418457
Epoch 56 loss 10.438376426696777
Epoch 57 loss 8.003294944763184
Epoch 58 loss 7.947872161865234
Epoch 59 loss 9.515872955322266
Epoch 60 loss 10.837394714355469
Epoch 61 loss 12.9701566696167
Epoch 62 loss 9.153945922851562
Epoch 63 loss 8.751961708068848
Epoch 64 loss 7.14430570602417
Epoch 65 loss 7.970544815063477
Epoch 66 loss 7.830395698547363
Epoch 67 loss 7.275578022003174
Epoch 68 loss 8.067163467407227
Epoch 69 loss 9.20048999786377
Epoch 70 loss 9.887089729309082
Epoch 71 loss 8.003458023071289
Epoch 72 loss 7.862497806549072
Epoch 73 loss 8.246790885925293
Epoch 74 loss 7.9774861335754395
Epoch 75 loss 9.837564468383789
Epoch 76 loss 8.498262405395508
Epoch 77 loss 9.109844207763672
Epoch 78 loss 8.883930206298828
Epoch 79 loss 7.404417991638184
Epoch 80 loss 7.861053466796875
Epoch 81 loss 8.189943313598633
Epoch 82 loss 7.959683895111084
Epoch 83 loss 7.546473503112793
Epoch 84 loss 8.858556747436523
Epoch 85 loss 7.817329406738281
Validation loss has not improved for 20 steps!
