

----------------------------------------------------------------------------
Training SAINT Vesion 1 with Dataset: config/boston.yml 



----------------------------------------------------------------------------
 Panda Version: 2.0.3
Namespace(batch_size=128, cat_dims=None, cat_idx=None, config='config/boston.yml', data_parallel=False, dataset='Boston', direction='minimize', dropna_idx=None, early_stopping_rounds=20, epochs=100, gpu_ids=[0, 1], logging_period=100, miss_cat_idx=None, miss_num_idx=None, model_name='SAINT', n_trials=30, nominal_idx=[3], num_classes=1, num_features=13, num_splits=5, objective='regression', one_hot_encode=True, optimize_hyperparameters=True, ordinal_encode=False, ordinal_idx=None, scale=True, seed=221, shuffle=True, target_encode=False, use_gpu=True, val_batch_size=256)
Start hyperparameter optimization
 Panda Version: 2.0.3
Loading dataset Boston...
Dataset loaded!
(506, 13)
Scaling the data...
args.num_features: 14
args.cat_idx: []
New Shape: (506, 14)
Epoch 18 loss 14.903726577758789
Epoch 19 loss 14.56446647644043
Epoch 20 loss 15.373380661010742
Epoch 21 loss 18.291629791259766
Epoch 22 loss 15.69072437286377
Epoch 23 loss 15.815375328063965
Epoch 24 loss 19.218212127685547
Epoch 25 loss 16.997411727905273
Epoch 26 loss 18.330759048461914
Epoch 27 loss 23.344802856445312
Epoch 28 loss 16.346895217895508
Epoch 29 loss 17.75543212890625
Epoch 30 loss 15.177410125732422
Epoch 31 loss 14.997139930725098
Epoch 32 loss 15.38017463684082
Epoch 33 loss 16.21546173095703
Epoch 34 loss 14.7206392288208
Epoch 35 loss 14.291522026062012
Epoch 36 loss 14.057171821594238
Epoch 37 loss 13.955694198608398
Epoch 38 loss 14.337389945983887
Epoch 39 loss 14.245393753051758
Epoch 40 loss 14.561290740966797
Epoch 41 loss 19.945730209350586
Epoch 42 loss 18.409700393676758
Epoch 43 loss 17.84650230407715
Epoch 44 loss 16.898008346557617
Epoch 45 loss 16.65128517150879
Epoch 46 loss 16.216083526611328
Epoch 47 loss 17.419876098632812
Epoch 48 loss 14.293498039245605
Epoch 49 loss 17.031970977783203
Epoch 50 loss 13.584569931030273
Epoch 51 loss 14.895408630371094
Epoch 52 loss 13.390042304992676
Epoch 53 loss 13.047409057617188
Epoch 54 loss 13.410419464111328
Epoch 55 loss 13.248001098632812
Epoch 56 loss 13.920995712280273
Epoch 57 loss 13.487211227416992
Epoch 58 loss 14.295827865600586
Epoch 59 loss 13.135174751281738
Epoch 60 loss 14.01591682434082
Epoch 61 loss 13.537169456481934
Epoch 62 loss 13.816815376281738
Epoch 63 loss 13.489313125610352
Epoch 64 loss 14.018954277038574
Epoch 65 loss 12.74651050567627
Epoch 66 loss 14.25903034210205
Epoch 67 loss 13.027501106262207
Epoch 68 loss 13.944482803344727
Epoch 69 loss 13.591978073120117
Epoch 70 loss 15.842679023742676
Epoch 71 loss 14.123248100280762
Epoch 72 loss 16.39175033569336
Epoch 73 loss 13.03363037109375
Epoch 74 loss 14.189762115478516
Epoch 75 loss 12.755549430847168
Epoch 76 loss 12.652755737304688
Epoch 77 loss 12.560598373413086
Epoch 78 loss 13.060981750488281
Epoch 79 loss 12.841947555541992
Epoch 80 loss 12.661704063415527
Epoch 81 loss 12.962313652038574
Epoch 82 loss 12.466508865356445
Epoch 83 loss 12.393930435180664
Epoch 84 loss 12.681144714355469
Epoch 85 loss 12.017484664916992
Epoch 86 loss 12.17957878112793
Epoch 87 loss 12.331869125366211
Epoch 88 loss 12.460893630981445
Epoch 89 loss 13.935855865478516
Epoch 90 loss 12.720657348632812
Epoch 91 loss 13.17348575592041
Epoch 92 loss 12.400141716003418
Epoch 93 loss 12.760231018066406
Epoch 94 loss 13.488000869750977
Epoch 95 loss 13.188702583312988
Epoch 96 loss 16.377126693725586
Epoch 97 loss 13.384003639221191
Epoch 98 loss 12.855414390563965
Epoch 99 loss 12.326193809509277
Saved Losses
{'MSE - mean': 11.519972103135196, 'MSE - std': 0.4975154373180608, 'R2 - mean': 0.851584911237683, 'R2 - std': 0.0007961032271496804} 
 

In get_device
Using dim 128 and batch size 128
Epoch 0 loss 561.5865478515625
Epoch 1 loss 485.1536865234375
Epoch 2 loss 398.24786376953125
Epoch 3 loss 293.6546936035156
Epoch 4 loss 182.26507568359375
Epoch 5 loss 100.11712646484375
Epoch 6 loss 85.61571502685547
Epoch 7 loss 81.07012939453125
Epoch 8 loss 64.11201477050781
Epoch 9 loss 51.07990264892578
Epoch 10 loss 44.80760192871094
Epoch 11 loss 33.211734771728516
Epoch 12 loss 26.804149627685547
Epoch 13 loss 19.467529296875
Epoch 14 loss 15.113536834716797
Epoch 15 loss 13.701900482177734
Epoch 16 loss 20.652618408203125
Epoch 17 loss 13.695585250854492
Epoch 18 loss 12.70061206817627
Epoch 19 loss 10.640583992004395
Epoch 20 loss 12.741334915161133
Epoch 21 loss 12.143614768981934
Epoch 22 loss 13.910969734191895
Epoch 23 loss 12.755517959594727
Epoch 24 loss 9.79587173461914
Epoch 25 loss 9.03796100616455
Epoch 26 loss 9.179242134094238
Epoch 27 loss 12.69918441772461
Epoch 28 loss 15.422237396240234
Epoch 29 loss 12.385300636291504
Epoch 30 loss 10.752291679382324
Epoch 31 loss 9.684545516967773
Epoch 32 loss 13.23157787322998
Epoch 33 loss 10.5159912109375
Epoch 34 loss 9.542724609375
Epoch 35 loss 9.294275283813477
Epoch 36 loss 9.294736862182617
Epoch 37 loss 10.30636978149414
Epoch 38 loss 11.227222442626953
Epoch 39 loss 8.787952423095703
Epoch 40 loss 8.302340507507324
Epoch 41 loss 9.500378608703613
Epoch 42 loss 7.754208087921143
Epoch 43 loss 9.564269065856934
Epoch 44 loss 8.61091136932373
Epoch 45 loss 10.010627746582031
Epoch 46 loss 12.269320487976074
Epoch 47 loss 8.97350788116455
Epoch 48 loss 8.283736228942871
Epoch 49 loss 15.062188148498535
Epoch 50 loss 11.087709426879883
Epoch 51 loss 12.638379096984863
Epoch 52 loss 8.755889892578125
Epoch 53 loss 8.397977828979492
Epoch 54 loss 9.077448844909668
Epoch 55 loss 8.109060287475586
Epoch 56 loss 7.3266987800598145
Epoch 57 loss 7.217560768127441
Epoch 58 loss 7.807003498077393
Epoch 59 loss 8.675819396972656
Epoch 60 loss 7.947950839996338
Epoch 61 loss 8.388275146484375
Epoch 62 loss 9.07661247253418
Epoch 63 loss 7.667065620422363
Epoch 64 loss 7.5206193923950195
Epoch 65 loss 7.637205600738525
Epoch 66 loss 8.023600578308105
Epoch 67 loss 7.965943336486816
Epoch 68 loss 8.653681755065918
Epoch 69 loss 8.242392539978027
Epoch 70 loss 8.583752632141113
Epoch 71 loss 8.397643089294434
Epoch 72 loss 8.216721534729004
Epoch 73 loss 8.009797096252441
Epoch 74 loss 7.613123893737793
Epoch 75 loss 7.65750789642334
Epoch 76 loss 7.503337860107422
Epoch 77 loss 7.379326820373535
Epoch 78 loss 7.43890380859375
Validation loss has not improved for 20 steps!
Early stopping applies.
Saved Losses
{'MSE - mean': 10.08583475624589, 'MSE - std': 2.0684569771688706, 'R2 - mean': 0.8758469372920624, 'R2 - std': 0.03431784283370637} 
 

In get_device
Using dim 128 and batch size 128
Epoch 0 loss 435.0096740722656
Epoch 1 loss 369.4428405761719
Epoch 2 loss 297.3643493652344
Epoch 3 loss 209.0649871826172
Epoch 4 loss 119.4836654663086
Epoch 5 loss 71.04232025146484
Epoch 6 loss 96.67790985107422
Epoch 7 loss 58.4312629699707
Epoch 8 loss 50.31990432739258
Epoch 9 loss 52.445701599121094
Epoch 10 loss 40.766483306884766
Epoch 11 loss 39.6900634765625
Epoch 12 loss 28.159971237182617
Epoch 13 loss 22.5117130279541
Epoch 14 loss 20.023422241210938
Epoch 15 loss 19.518535614013672
Epoch 16 loss 16.848697662353516
Epoch 17 loss 17.062957763671875
Epoch 18 loss 15.326835632324219
Epoch 19 loss 12.541617393493652
Epoch 20 loss 12.06567096710205
Epoch 21 loss 12.054221153259277
Epoch 22 loss 14.439046859741211
Epoch 23 loss 13.108695983886719
Epoch 24 loss 12.252193450927734
Epoch 25 loss 11.57820987701416
Epoch 26 loss 11.42202377319336
Epoch 27 loss 12.47315788269043
Epoch 28 loss 15.693840026855469
Epoch 29 loss 12.647101402282715
Epoch 30 loss 11.514861106872559
Epoch 31 loss 11.437490463256836
Epoch 32 loss 12.032151222229004
Epoch 33 loss 14.660844802856445
Epoch 34 loss 10.667655944824219
Epoch 35 loss 10.8191556930542
Epoch 36 loss 9.791255950927734
Epoch 37 loss 12.556768417358398
Epoch 38 loss 9.00784969329834
Epoch 39 loss 8.983996391296387
Epoch 40 loss 14.080883026123047
Epoch 41 loss 9.030755996704102
Epoch 42 loss 9.55946159362793
Epoch 43 loss 11.07878589630127
Epoch 44 loss 10.617639541625977
Epoch 45 loss 9.442793846130371
Epoch 46 loss 9.248966217041016
Epoch 47 loss 7.698924541473389
Epoch 48 loss 7.238261699676514
Epoch 49 loss 8.035799026489258
Epoch 50 loss 7.43386173248291
Epoch 51 loss 7.167512893676758
Epoch 52 loss 8.596169471740723
Epoch 53 loss 7.09054708480835
Epoch 54 loss 7.77166748046875
Epoch 55 loss 7.377041816711426
Epoch 56 loss 8.2988862991333
Epoch 57 loss 7.751247406005859
Epoch 58 loss 7.277375221252441
Epoch 59 loss 7.014100074768066
Epoch 60 loss 7.13696813583374
Epoch 61 loss 6.633234024047852
Epoch 62 loss 7.561985015869141
Epoch 63 loss 6.764755725860596
Epoch 64 loss 8.41781997680664
Epoch 65 loss 6.736904621124268
Epoch 66 loss 8.536177635192871
Epoch 67 loss 7.660959720611572
Epoch 68 loss 7.184981346130371
Epoch 69 loss 8.810896873474121
Epoch 70 loss 7.052509307861328
Epoch 71 loss 7.803772449493408
Epoch 72 loss 7.479766845703125
Epoch 73 loss 6.668927192687988
Epoch 74 loss 7.223887920379639
Epoch 75 loss 6.876955509185791
Epoch 76 loss 10.057696342468262
Epoch 77 loss 6.659487247467041
Epoch 78 loss 6.365859508514404
Epoch 79 loss 8.434643745422363
Epoch 80 loss 7.703378677368164
Epoch 81 loss 7.137362957000732
Epoch 82 loss 10.433744430541992
Epoch 83 loss 7.701292514801025
Epoch 84 loss 8.1049222946167
Epoch 85 loss 7.930096626281738
Epoch 86 loss 7.2790751457214355
Epoch 87 loss 8.357118606567383
Epoch 88 loss 6.930359363555908
Epoch 89 loss 8.01644229888916
Epoch 90 loss 7.0812835693359375
Epoch 91 loss 8.115198135375977
Epoch 92 loss 6.85584831237793
Epoch 93 loss 7.310391426086426
Epoch 94 loss 9.549107551574707
Epoch 95 loss 7.006924152374268
Epoch 96 loss 8.658913612365723
Epoch 97 loss 8.063555717468262
Epoch 98 loss 6.9297661781311035
Epoch 99 loss 7.098382472991943
Validation loss has not improved for 20 steps!
Early stopping applies.
Saved Losses
{'MSE - mean': 9.155841212062121, 'MSE - std': 2.4090557644997346, 'R2 - mean': 0.8857937801612781, 'R2 - std': 0.034352653489415165} 
 

In get_device
Using dim 128 and batch size 128
Epoch 0 loss 474.5007019042969
Epoch 1 loss 398.507568359375
Epoch 2 loss 324.8783874511719
Epoch 3 loss 234.16363525390625
Epoch 4 loss 141.49549865722656
Epoch 5 loss 88.04644775390625
Epoch 6 loss 103.78173065185547
Epoch 7 loss 73.83649444580078
Epoch 8 loss 63.224937438964844
Epoch 9 loss 54.90663528442383
Epoch 10 loss 45.963539123535156
Epoch 11 loss 39.56488800048828
Epoch 12 loss 32.07268142700195
Epoch 13 loss 28.23274040222168
Epoch 14 loss 31.133644104003906
Epoch 15 loss 24.0299015045166
Epoch 16 loss 21.454051971435547
Epoch 17 loss 19.490575790405273
Epoch 18 loss 16.885583877563477
Epoch 19 loss 16.399913787841797
Epoch 20 loss 13.855084419250488
Epoch 21 loss 13.79522705078125
Epoch 22 loss 13.52851390838623
Epoch 23 loss 13.090752601623535
Epoch 24 loss 15.183902740478516
Epoch 25 loss 13.291790962219238
Epoch 26 loss 13.60981559753418
Epoch 27 loss 12.476506233215332
Epoch 28 loss 12.608880043029785
Epoch 29 loss 11.511691093444824
Epoch 30 loss 12.4447603225708
Epoch 31 loss 18.314611434936523
Epoch 32 loss 15.114145278930664
Epoch 33 loss 24.659406661987305
Epoch 34 loss 16.7930965423584
Epoch 35 loss 16.79094696044922
Epoch 36 loss 12.265236854553223
Epoch 37 loss 12.602937698364258
Epoch 38 loss 12.024901390075684
Epoch 39 loss 12.298269271850586
Epoch 40 loss 12.077290534973145
Epoch 41 loss 15.13096809387207
Epoch 42 loss 12.096385955810547
Epoch 43 loss 14.32562255859375
Epoch 44 loss 12.376382827758789
Epoch 45 loss 12.100329399108887
Epoch 46 loss 12.942102432250977
Epoch 47 loss 12.096919059753418
Epoch 48 loss 15.393918991088867
Epoch 49 loss 11.691225051879883
Epoch 50 loss 13.912339210510254
Validation loss has not improved for 20 steps!
Early stopping applies.
Saved Losses
{'MSE - mean': 9.6270111888625, 'MSE - std': 2.3517747190850984, 'R2 - mean': 0.8834112316265579, 'R2 - std': 0.03109324671841542} 
 

Results After CV: {'MSE - mean': 9.6270111888625, 'MSE - std': 2.3517747190850984, 'R2 - mean': 0.8834112316265579, 'R2 - std': 0.03109324671841542}
Train time: 122.7027054528
Inference time: 0.17389987059998474
Finished cross validation
Trial 0 finished with value: 9.6270111888625 and parameters: {'dim': 128, 'depth': 3, 'heads': 2, 'dropout': 0.1}. Best is trial 0 with value: 9.6270111888625.
In get_device
Using dim 256 and batch size 128
In get_device
Using dim 256 and batch size 128
Trial 1 failed with parameters: {'dim': 256, 'depth': 6, 'heads': 4, 'dropout': 0.8} because of the following error: OutOfMemoryError('CUDA out of memory. Tried to allocate 226.00 MiB. GPU 0 has a total capacity of 7.79 GiB of which 140.44 MiB is free. Including non-PyTorch memory, this process has 7.65 GiB memory in use. Of the allocated memory 7.23 GiB is allocated by PyTorch, and 293.03 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)').
Traceback (most recent call last):
  File "/home/mburu/.local/lib/python3.8/site-packages/optuna/study/_optimize.py", line 197, in _run_trial
    value_or_values = func(trial)
  File "train.py", line 136, in __call__
    sc, time = cross_validation(model, self.X, self.y, self.args, visual=False)
  File "train.py", line 46, in cross_validation
    loss_history, val_loss_history = curr_model.fit(X_train, y_train, X_test, y_test)  # X_val, y_val)
  File "/home/mburu/Master_Thesis/master-thesis-da/DNN_Trial/models/saint.py", line 131, in fit
    loss.backward()
  File "/home/mburu/.local/lib/python3.8/site-packages/torch/_tensor.py", line 521, in backward
    torch.autograd.backward(
  File "/home/mburu/.local/lib/python3.8/site-packages/torch/autograd/__init__.py", line 289, in backward
    _engine_run_backward(
  File "/home/mburu/.local/lib/python3.8/site-packages/torch/autograd/graph.py", line 769, in _engine_run_backward
    return Variable._execution_engine.run_backward(  # Calls into the C++ engine to run the backward pass
torch.OutOfMemoryError: CUDA out of memory. Tried to allocate 226.00 MiB. GPU 0 has a total capacity of 7.79 GiB of which 140.44 MiB is free. Including non-PyTorch memory, this process has 7.65 GiB memory in use. Of the allocated memory 7.23 GiB is allocated by PyTorch, and 293.03 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)
Trial 1 failed with value None.


----------------------------------------------------------------------------
Training SAINT Vesion 1 with Dataset: config/socmob.yml 



----------------------------------------------------------------------------
 Panda Version: 2.0.3
Namespace(batch_size=128, cat_dims=None, cat_idx=None, config='config/socmob.yml', data_parallel=False, dataset='Socmob', direction='minimize', dropna_idx=None, early_stopping_rounds=20, epochs=100, gpu_ids=[0, 1], logging_period=100, miss_cat_idx=None, miss_num_idx=None, model_name='SAINT', n_trials=30, nominal_idx=[0, 1, 2, 3], num_classes=1, num_features=5, num_splits=5, objective='regression', one_hot_encode=True, optimize_hyperparameters=True, ordinal_encode=False, ordinal_idx=None, scale=True, seed=221, shuffle=True, target_encode=False, use_gpu=True, val_batch_size=256)
Start hyperparameter optimization
 Panda Version: 2.0.3
Loading dataset Socmob...
Dataset loaded!
(1156, 5)
Scaling the data...
args.num_features: 39
args.cat_idx: []
New Shape: (1156, 39)
A new study created in RDB with name: SAINT_Socmob
In get_device
Using dim 32 and batch size 128
In get_device
Using dim 32 and batch size 128
Epoch 0 loss 1167.2520751953125
Epoch 1 loss 1113.7501220703125
Epoch 2 loss 1065.1234130859375
Epoch 3 loss 1029.6468505859375
Epoch 4 loss 1026.632080078125
Epoch 5 loss 1041.1168212890625
Epoch 6 loss 1035.7451171875
Epoch 7 loss 973.9453125
Epoch 8 loss 770.0870361328125
Epoch 9 loss 648.83447265625
Epoch 10 loss 575.0533447265625
Epoch 11 loss 500.1458740234375
Epoch 12 loss 407.8463439941406
Epoch 13 loss 297.6308288574219
Epoch 14 loss 345.1822509765625
Epoch 15 loss 240.25511169433594
Epoch 16 loss 265.2943420410156
Epoch 17 loss 577.3289184570312
Epoch 18 loss 467.02001953125
Epoch 19 loss 332.3491516113281
Epoch 20 loss 290.24346923828125
Epoch 21 loss 181.59149169921875
Epoch 22 loss 192.1576690673828
Epoch 23 loss 389.69793701171875
Epoch 24 loss 233.43052673339844
Epoch 25 loss 319.5426940917969
Epoch 26 loss 210.56146240234375
Epoch 27 loss 342.1963806152344
Epoch 28 loss 204.6193084716797
Epoch 29 loss 278.239501953125
Epoch 30 loss 181.6021728515625
Epoch 31 loss 303.4277038574219
Epoch 32 loss 283.0740966796875
Epoch 33 loss 316.029296875
Epoch 34 loss 237.45755004882812
Epoch 35 loss 269.33526611328125
Epoch 36 loss 202.3853759765625
Epoch 37 loss 212.90057373046875
Epoch 38 loss 302.89825439453125
Epoch 39 loss 147.9897918701172
Epoch 40 loss 234.08523559570312
Epoch 41 loss 190.5545196533203
Epoch 42 loss 230.5287628173828
Epoch 43 loss 229.5200653076172
Epoch 44 loss 271.9880065917969
Epoch 45 loss 245.05751037597656
Epoch 46 loss 308.7124938964844
Epoch 47 loss 283.89068603515625
Epoch 48 loss 165.0941162109375
Epoch 49 loss 227.38197326660156
Epoch 50 loss 391.54486083984375
Epoch 51 loss 214.3236083984375
Epoch 52 loss 202.37530517578125
Epoch 53 loss 205.20681762695312
Epoch 54 loss 300.821533203125
Epoch 55 loss 219.86143493652344
Epoch 56 loss 185.58367919921875
Epoch 57 loss 259.67291259765625
Epoch 58 loss 150.0941162109375
Epoch 59 loss 264.1849365234375
Epoch 60 loss 206.94015502929688
Validation loss has not improved for 20 steps!
Early stopping applies.
Saved Losses
{'MSE - mean': 147.98982142525415, 'MSE - std': 0.0, 'R2 - mean': 0.8554417758480639, 'R2 - std': 0.0} 
 

In get_device
Using dim 32 and batch size 128
Epoch 0 loss 1186.529541015625
Epoch 1 loss 1130.9891357421875
Epoch 2 loss 1082.5762939453125
Epoch 3 loss 1052.51904296875
Epoch 4 loss 1054.2298583984375
Epoch 5 loss 1060.15234375
Epoch 6 loss 990.52587890625
Epoch 7 loss 792.806396484375
Epoch 8 loss 663.988525390625
Epoch 9 loss 550.0236206054688
Epoch 10 loss 465.8760681152344
Epoch 11 loss 486.4344482421875
Epoch 12 loss 297.1733703613281
Epoch 13 loss 691.3705444335938
Epoch 14 loss 477.14306640625
Epoch 15 loss 709.6163330078125
Epoch 16 loss 263.8127746582031
Epoch 17 loss 230.57362365722656
Epoch 18 loss 205.21250915527344
Epoch 19 loss 294.5264587402344
Epoch 20 loss 317.8349304199219
Epoch 21 loss 234.75003051757812
Epoch 22 loss 233.97010803222656
Epoch 23 loss 182.49603271484375
Epoch 24 loss 131.54737854003906
Epoch 25 loss 206.32388305664062
Epoch 26 loss 670.8980102539062
Epoch 27 loss 150.37705993652344
Epoch 28 loss 209.31057739257812
Epoch 29 loss 165.09103393554688
Epoch 30 loss 257.9495849609375
Epoch 31 loss 214.40135192871094
Epoch 32 loss 296.6383056640625
Epoch 33 loss 307.7555847167969
Epoch 34 loss 159.84400939941406
Epoch 35 loss 268.85333251953125
Epoch 36 loss 180.11790466308594
Epoch 37 loss 267.77301025390625
Epoch 38 loss 132.9428253173828
Epoch 39 loss 436.5887145996094
Epoch 40 loss 137.41346740722656
Epoch 41 loss 345.3641662597656
Epoch 42 loss 94.96321868896484
Epoch 43 loss 165.62741088867188
Epoch 44 loss 113.84274291992188
Epoch 45 loss 235.69244384765625
Epoch 46 loss 236.53488159179688
Epoch 47 loss 148.1459503173828
Epoch 48 loss 155.89292907714844
Epoch 49 loss 108.07513427734375
Epoch 50 loss 81.81326293945312
Epoch 51 loss 130.90560913085938
Epoch 52 loss 135.3219757080078
Epoch 53 loss 100.87334442138672
Epoch 54 loss 100.1028823852539
Epoch 55 loss 169.0771484375
Epoch 56 loss 169.5393829345703
Epoch 57 loss 224.82376098632812
Epoch 58 loss 109.36454010009766
Epoch 59 loss 233.6807861328125
Epoch 60 loss 87.66743469238281
Epoch 61 loss 101.66993713378906
Epoch 62 loss 219.61740112304688
Epoch 63 loss 111.5867691040039
Epoch 64 loss 115.39280700683594
Epoch 65 loss 178.54917907714844
Epoch 66 loss 360.9877624511719
Epoch 67 loss 142.91453552246094
Epoch 68 loss 124.0763931274414
Epoch 69 loss 135.72854614257812
Epoch 70 loss 97.74272155761719
Epoch 71 loss 96.66783142089844
Validation loss has not improved for 20 steps!
Early stopping applies.
Saved Losses
{'MSE - mean': 114.90154302674276, 'MSE - std': 33.088278398511385, 'R2 - mean': 0.8887650422122987, 'R2 - std': 0.03332326636423477} 
 

In get_device
Using dim 32 and batch size 128
Epoch 0 loss 2694.019775390625
Epoch 1 loss 2624.7802734375
Epoch 2 loss 2551.843505859375
Epoch 3 loss 2484.9033203125
Epoch 4 loss 2451.233154296875
Epoch 5 loss 2442.53271484375
Epoch 6 loss 2381.9384765625
Epoch 7 loss 2120.698974609375
Epoch 8 loss 1841.29296875
Epoch 9 loss 1508.799560546875
Epoch 10 loss 1257.983642578125
Epoch 11 loss 1073.966064453125
Epoch 12 loss 1048.2686767578125
Epoch 13 loss 903.5808715820312
Epoch 14 loss 759.9188232421875
Epoch 15 loss 783.7141723632812
Epoch 16 loss 694.698486328125
Epoch 17 loss 713.5206909179688
Epoch 18 loss 484.5353088378906
Epoch 19 loss 666.0503540039062
Epoch 20 loss 532.915283203125
Epoch 21 loss 615.6271362304688
Epoch 22 loss 522.66943359375
Epoch 23 loss 455.6765441894531
Epoch 24 loss 375.5383605957031
Epoch 25 loss 505.6439514160156
Epoch 26 loss 389.6920166015625
